online_order,book_table,rate,votes,rest_type,dish_liked,cuisines,cost,listed_intype,listed_incity,Latitude,Longitude
No,Yes,4.6,1429,Fine Dining,"Salads, Martini, Tiramisu, Caviar, Ravioli, Cocktails, Wine","Spanish, Italian, Mediterranean, European, Salad",2200.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.3,2040,Casual Dining,"Spaghetti, Beef Steak, Bbq Chicken Pizza, Burgers, Apple Pie, Ice Tea, Salads","Steak, Italian, Continental, American, Burger, BBQ, Salad",1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.1,860,Casual Dining,"Sea Food, Neer Dosa, Crab Ghee Roast, Jumbo Prawns, Thali, Crab Butter, Crab Masala","Seafood, Mangalorean, North Indian, Chinese",1400.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,668,Casual Dining,"Sushi, Tuna Sashimi, Salads, Pork Rice, Ramen, Spicy Tuna Roll, Cocktails",Japanese,2000.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,194,"Bar, Casual Dining","Cocktails, Sangria, Butter Chicken, Corn Fritters, Paneer Steak, Chicken Steak, Palak Paneer","Asian, Burger, Chinese, Finger Food",1200.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.3,765,Casual Dining,"Thali, Aamras, Malpua, Lassi, Plain Rice, Buttermilk, Chaat","Rajasthani, North Indian",1400.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.4,1842,Casual Dining,"Pizza, Pepperoni, Wine, Salads, Tiramisu, Chicken Bruschetta, Sangria","Italian, Salad",1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.3,2139,Casual Dining,"Chicken Boneless Biryani, Mutton Biryani, Andhra Style Biryani, Hyderabadi Biryani, Vegetable Biryani, Paneer Biryani, Fry Prawns","Biryani, Seafood, Andhra, North Indian",600.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,2658,"Bar, Casual Dining","Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges","Continental, North Indian",1300.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,3.9,1362,Fine Dining,"Mutton Biryani, Dal Makhani, Chicken Malai Tikka, Paneer Makhani, Faluda, Jal-jeera, Cocktails",North Indian,2100.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.4,693,"Casual Dining, Cafe","Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","American, Cafe, Continental",1700.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.5,3573,Cafe,"Burgers, Pasta, Mocktails, Cheese Burger, Ferrero Rocher Milkshake, Peri Chicken, Chicken Paprika","Cafe, American, Burger, Steak",900.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,1190,Casual Dining,"Sushi, Kimchi, Pork Sizzler, Chicken Donburi, Shrimp Donburi, Crab Roll, Bulgogi","Korean, Chinese, Japanese",1100.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,1065,Casual Dining,"Mutton Seekh, Paan Kulfi, Biryani, Fish, Crispy Corn, Salads, Panipuri","North Indian, European, Mediterranean, BBQ, Kebab",1600.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.2,140,Fine Dining,"Ratatouille, Pizza, Tiramisu, Pasta, Wild Mushroom Risotto, Cocktails","Italian, Mediterranean",2500.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.2,240,Pub,"Cocktails, Beer","American, North Indian, Chinese",1500.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,679,Fine Dining,"Cocktails, Breakfast Buffet, Croissants, Lassi, Salads, Caramel Cake, Waffles","European, Continental, Chinese, Thai",2500.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.3,1187,Casual Dining,"Noodles, Coriander Soup, Chicken Lollipop, Honey Potato, Momos, Schezwan Fried Rice, Chicken Drumstick",Chinese,550.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,113,"Casual Dining, Bar","Cocktails, Pasta, Peri Peri Chicken Burger, Brownie, Jalapeno Poppers, Mocktails, Basil Pesto","North Indian, Chinese, Continental, Italian",1000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.3,689,Fine Dining,"Breakfast Buffet, Biryani, Salads, Chocolate Cake, Pasta, Paneer Tikka, Mushroom Soup","European, Mediterranean, North Indian",3000.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,286,"Bar, Casual Dining","Cocktails, Peri Peri Wings, Brownie, Burgers, Mezze Platter, Pizza, Fries","Mediterranean, Italian, Asian",1200.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.3,500,"Casual Dining, Bar","Rice Bowl, Lamb, Chocolava, Rolls, Paneer Manchurian, Momos, Singapore Chicken","Chinese, Momos",1300.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.2,2272,"Casual Dining, Bar","Mocktails, Cocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Sangria, Margarita","European, North Indian, Mediterranean, Asian, Salad",1400.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,561,Fine Dining,"Pizza, Tiramisu, Pasta, Risotto, Lobster, Panna Cotta, Salad",Italian,4000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.1,1007,Casual Dining,"Hyderabadi Biryani, Masala Poori, Kulcha, Butter Masala Dosa, Chaat, Filter Coffee, Kesari Bath","North Indian, Chinese, Continental, South Indian, Street Food, Juices",500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.4,864,Casual Dining,"Cocktails, Khao Suey, Mocktails, Salad, Malacca Curry, Beer, Beef Pho","Asian, Thai",1800.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.2,1428,Pub,"Beer, Mocktails, Cocktails, Margherita Pizza, Supreme Pizza, Fish Chilli, Margarita","Finger Food, Salad, Chinese, Continental",1300.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.3,458,"Casual Dining, Microbrewery","Chicken Kebab, Butter Chicken, Papdi Chaat, Pizza, Dahipuri, Cocktails, Rice Kheer","BBQ, North Indian",1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.9,370,"Sweet Shop, Quick Bites","Rasgulla, Luchi, Samosa, Radhaballavi, Rasmalai, Kheer Kadam, Chamcham","Mithai, Street Food",200.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.2,210,"Pub, Casual Dining","Pizza, Fish, Cocktails, Pasta Alfredo, Brownie Chocolate, Biryani, Rumali Roti","Continental, Finger Food, Pizza, North Indian",1000.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,190,Fine Dining,"Wine, Salad, Steak, Coffee, Pork Chops","Mediterranean, Continental, French, Italian",2000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.3,688,Casual Dining,"Noodles, Laksa, Cocktails, Dumplings, Sangria, Momos, Sushi","Thai, Chinese, Indonesian, Asian, Momos",1500.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.2,332,"Casual Dining, Bar","Brownie, Mutton Seekh, Salads, Rasmalai, Tandoori Aloo, Mutton Soup, Custard","North Indian, Mughlai",1000.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.5,550,Casual Dining,"Noodles, Kaffir Lime, Spring Roll, Long Island Iced Tea, Yellow Thai Curry, Vanilla Ice Cream, Jasmine Rice","Malaysian, Singaporean, Thai",1800.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.4,714,Casual Dining,"Appam, Sea Food, Fry Prawns, Dal Fry, Chicken Curry, Fish, Murgh Ghee Roast","Mangalorean, Seafood, Chinese, North Indian",1000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.1,530,Casual Dining,"Brownie, Paneer Manchurian, Chocolate Sizzler, Nachos, Filter Coffee, Panneer Butter Masala, Pizza","Chinese, North Indian, Fast Food, Street Food, Desserts",500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.2,982,"Casual Dining, Bar","Sea Food, Spicy Crab Soup, Cocktails, Squid Fry, Prawn Curry, Lobster, Fish Curry","Goan, Mangalorean, Pizza",1000.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,280,Casual Dining,"Pizza, Seafood Pasta, Panna Cotta, Ravioli, Lasagne, Tiramisu, Virgin Sangria",Italian,1500.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.6,116,Casual Dining,"Chocolate Cookies, Cocktails, Fudge Sundae, Jasmine Rice, Gong Bao Chicken, Date Pancakes, Tender Coconut Ice Cream",Chinese,1200.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.1,564,"Casual Dining, Cafe","Paneer Lababdar, Sandwiches, Oysters, Paratha, Coffee, Jeera Rice, Biryani","North Indian, Italian, South Indian, Continental, Cafe, Salad",2500.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.3,67,Cafe,"Miso Soup, Tempura","Cafe, Japanese",400.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,614,Fine Dining,"Pizza, Waffles, Roti, Pasta, Sushi, Salads, Fish","North Indian, European, Thai",3400.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,474,Lounge,"Paneer Roll, Cocktails, Wine, Fiery Chicken, Mexican Platter, Dragon Chicken, Paneer Tikka",Finger Food,3000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.0,53,Fine Dining,"Fish, Tiramisu, Filter Coffee Ice Cream, Brownie, Biryani, Chicken Korma, Chapa Pulusu","Asian, Continental, North Indian",2000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.4,218,Casual Dining,"Sea Food, Murgh Ghee Roast, Mocktails, Stuffed Pomfret, Sol Kadhi, Kokum Juice, Coconut Rice","Seafood, Konkan, Mangalorean",850.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.3,904,Casual Dining,"Maki Roll, Jumbo Prawns, Fish, Rolls, Sashimi, Miso Soup, Maki Sushi",Japanese,2000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.2,164,Cafe,"Coffee, Cappuccino, Sandwich, Tiramisu, Hot Chocolate, Pasta, Fries","Cafe, Salad, Desserts, Pizza",750.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.3,61,Casual Dining,"Badam Milk, Cocktails, Mutton Liver Fry, Paan Mojito, Veg Thali, Mocktails, Neer Dosa","Seafood, South Indian, Bar Food, Mangalorean, Konkan",700.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,357,Fine Dining,"Dal Bukhara, Biryani, Fish, Gulab Jamun, Kulfi, Warqi Parantha, Raan","North Indian, Mughlai",3500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.9,117,Casual Dining,"Crab Soup, Raita, Kozhi Biryani, Mutton Biryani",Chettinad,600.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.2,858,Casual Dining,"Tom Yum Soup, Cocktails, Jasmine Rice, Clear Soup, Sea Food, Pad Thai, Lemongrass Tea","Thai, Asian",1800.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.0,48,Casual Dining,"Sushi, Sea Food","Japanese, Sushi, Asian",1500.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.1,80,Fine Dining,"Sushi, Noodles","Japanese, Chinese, Thai",3000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.0,1098,Casual Dining,"Appam, Fish, Mutton Stew, Cocktails, Egg Roast, Prawn Curry, Chicken Stew","Kerala, Seafood",1300.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.2,2076,Casual Dining,"Coffee, Sandwiches, Mushroom Pasta, Mocktails, Creme Brulee, Burgers, Salads","European, French, Salad",1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.1,115,Cafe,"Coffee, Pizza, Pasta, Burgers, Eggs Benedict, Brownie Fudge, Salad","BBQ, Continental, Burger, Wraps, Pizza, Cafe",700.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.3,394,"Bar, Casual Dining","Pancakes, Cocktails, Biryani, Draught Beer, Long Island Iced Tea, Nachos, Mocktails","Finger Food, Continental, Pizza",1600.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.2,4428,"Casual Dining, Pub","Burgers, Beer, Veg Lasagna, Peri Peri Chicken Wings, Barbecue Wings, Sandwiches, Beef Steak","American, Continental, BBQ, Steak",1200.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.0,188,"Casual Dining, Bar","Biryani, Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani","North Indian, Lucknowi",1300.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.2,538,"Casual Dining, Pub","Pizza, Nachos, Draught Beer, Pasta, Potli Biryani, Mojito, Long Island Iced Tea","North Indian, Pizza, Chinese",1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.1,354,Casual Dining,"Neer Dosa, Fish, Murgh Ghee Roast, Appam, Chicken Sukha, Crab Masala, Chicken Biryani","South Indian, Andhra, Chinese",1200.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.1,552,"Pub, Casual Dining","Fried Rice, Draught Beer, Beef Chilli, Chicken Curry, Fish Fingers, French Fries",Finger Food,1100.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.0,164,"Casual Dining, Bar","Paneer Tikka, Biryani, Hara Bhara Kebab, Gulab Jamun, Mocktails, Roti, Fish",North Indian,1700.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.3,225,"Bar, Casual Dining","Paneer Satay, Beer, Creme Brulee, Crispy Prawns",Asian,2000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,3.9,161,Casual Dining,"Ghee Rice, Biryani, Chicken Kebab, Mutton Seekh, Paratha","North Indian, Chinese",500.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.1,768,Casual Dining,"Biryani, Kulfi Faluda, Peshawari Paneer, Dal Tadka, Yakhni Shorba, Tandoori Roti, Phirni","North Indian, Mughlai, Afghan",800.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,233,Fine Dining,"Sushi, Teriyaki Chicken, Oysters, Tiramisu, Chocolate Mousse, Tempura, Salmon",Japanese,4000.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,449,Fine Dining,"Crispy Prawns, Momos, Cocktails, Pan Fried Noodles, Chocolate Cake, Veg Dim Sums, Salads","Chinese, Momos",3000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.0,949,Pub,"Beer, Manchurian, Kabab Platter, Chips, Lager, Chilli Chicken, Sandwiches","North Indian, Chinese",1100.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,3.9,378,Bar,"Masala Peanuts, Beer, Chicken Lollipop, Pepper Chicken, Chilli Chicken, French Fries, Egg Bhurji","North Indian, Chinese, Fast Food",1000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.1,1120,Casual Dining,"Potato Mash, Sizzler Brownie, Steak, Pasta, Caramel Custard, Spicy Chicken Sizzler, Spaghetti","American, Continental, Fast Food, Steak",1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.3,569,Cafe,"Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake","Cafe, Continental, Italian, Burger, Beverages",700.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.1,608,Club,"Cocktails, Paneer Tikka, Beer",Continental,2800.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.1,93,Pub,"Cocktails, Pizza, Fries, Wings, Mango Phirni, Fish Grill","Continental, Chinese, Fast Food",1000.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,326,Casual Dining,"Fish, Pepper Corn, Salads, Mutton Biryani, Lunch Buffet, Apple Pie, Dahi Vada","North Indian, Chinese, South Indian, Continental",1200.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.2,121,"Casual Dining, Bar","Saffron Pilaf, Banana Chips, Cheesecake, Tender Coconut Ice Cream, Paratha, Begun Pora, Mocha Chingri",North Eastern,1000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.1,765,"Casual Dining, Bar","Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff","American, Mexican, Italian, Steak",1200.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.1,270,"Fine Dining, Bar","Tandoori Broccoli, Dal Makhani, Tamatar Ka Shorba, Kadhai Paneer, Raan, Kulfi, Biryani",North Indian,4000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.2,38,Bar,"Cocktails, Dal Makhani, Paneer Tikka, Butter Chicken, Garlic Naan, Tequila, Fish","Finger Food, Mediterranean, North Indian",2000.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,424,"Fine Dining, Bar","Dumplings, Momos, Chenin Blanc, Mapo Tofu, Egg Fried Rice, Noodles, Vegetarian",Chinese,3500.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.1,1543,Pub,"Beer, Cocktails, Beef Steak, Beef Chilli, Nachos, Pasta, Pizza","Continental, Steak",1200.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.3,94,Casual Dining,"Sea Food, Murgh Ghee Roast, Fish Fry, Neer Dosa, Bread Pudding, Caramel Custard, Crab Soup","Mangalorean, Seafood",550.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.0,113,Casual Dining,"Pasta, Salads, Sandwich, Coffee, Tea, Sandwiches","Italian, Bakery, Fast Food",1000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.3,1048,Casual Dining,"Pasta, Mocktails, Tiramisu, Sangria, Mousse, Minestrone Soup, Cajun Chicken","Italian, Continental, Pizza",1600.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.9,205,Casual Dining,"Rolls, Biryani, Chilli Chicken, Seekh Kebab, Rumali Roti, Burgers, Butter Naan","North Indian, Chinese, Fast Food",500.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.2,697,Quick Bites,"Filter Coffee, Rava Idli, Rava Masala Dosa, Vada, Raagi Dosa, Podi Dosa, Badam Halwa",South Indian,300.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.0,1205,"Bar, Quick Bites","Cocktails, Pizza, Murgh Platter, Draught Beer, Chicken Wings, Veg Platter, Fries","Continental, Chinese",2000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.3,148,Casual Dining,"Butter Chicken Biryani, Gulab Jamun, Chicken Afghani Biryani, Chicken Tikka Biryani, Dal Bukhara, Hara Bhara Kebab, Mutton Keema","Biryani, North Indian, Kebab",650.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.1,336,"Casual Dining, Bar","Sea Food, Appam, Fish, Kerala Parotta, Sangria, Paratha, Cocktails","Kerala, Seafood",1800.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,3.8,617,Lounge,Fish Fingers,"North Indian, Chinese, Mediterranean",3000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.0,929,Casual Dining,"Veg Thali, Dahi Vada, Malpua, Rajasthani Thali, Rabri, Buttermilk, Jalebi","Rajasthani, Gujarati",800.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,3.9,183,Casual Dining,"Lunch Buffet, Breakfast Buffet, Salads, Chips, Pasta, Omelette","North Indian, Continental, South Indian",2200.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.1,388,Cafe,"Pasta, Sandwich, Sandwiches, Cappuccino, Brownie, Burgers, Hot Chocolate",Cafe,1100.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.7,66,Cafe,"Mediterranean Platter, Brownie, Pasta, Burgers, Cheesy Garlic Bread, Steak","Cafe, Mediterranean, Italian, Pizza, Continental",800.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.1,119,Casual Dining,"Cocktails, Burgers, Chicken Chunks, Crispy Chicken","Continental, Asian, North Indian, South Indian",2000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.2,618,Cafe,"Burgers, Sandwich, Peri Peri Chicken Satay, Fries, Nachos, Sandwiches, Pesto Pasta","Cafe, Burger, Continental, Pizza, Steak",500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.2,174,Casual Dining,"Momos, Thukpa, Noodles, Nepali Thali, Chicken Momo, Chilli Momo","Nepalese, Tibetan, Momos",800.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.0,175,Casual Dining,"Chicken Biryani, Vegetable Biryani, Raita","Biryani, Kebab",750.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,2.0,396,Lounge,"Dance Floor, Dj",Finger Food,1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.0,360,Casual Dining,"Jasmine Tea, Spring Roll, Golden Fried Prawns, Hakka Noodles, Hunan Chicken Gravy, Drunken Chicken Wings, Dragon Rolls","Chinese, Thai, Momos, Vietnamese",1000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.9,366,Casual Dining,"Ghee Rice, Biryani, Brain Pepper Fry, Chicken Kebab, Chicken Grill, Grape Juice, Kerala Parotta","North Indian, Chinese, Biryani, Kebab, Juices",800.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.1,297,Casual Dining,"Breakfast Platter, Roast Chicken, Sea Food, Calamari, Waffles, Chorizo Pav, Prawn","Goan, Seafood, Konkan, Desserts",1000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.6,95,"Cafe, Casual Dining","Pasta, Burgers, Fries, Bbq Chicken Pizza, Peri Peri Chicken Pizza, Bbq Burger, Nachos","Cafe, Burger, Italian, Fast Food",650.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.2,1765,Casual Dining,"Omelette, French Toast, Bun Masala, Pasta, Egg Pav Bhaji, Fajitas, Paneer Wrap","Continental, American",750.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.2,116,"Cafe, Bakery","Hot Chocolate, Waffles, Brownie, Chicken Pizza, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,183,"Casual Dining, Bar","Squid Rings, Udon Noodle, Miso Soup, Tempura Prawns, Sushi Platter, Fish, Egg Custard",Japanese,1800.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,3.7,90,"Cafe, Bakery","Pancakes, Sandwich, Coffee","Cafe, Bakery, Continental",1000.0,Dine-out,Church Street,12.97491417,77.60524736
